Frame No., x, y
300,389,192
301,378,195
302,372,192
303,358,192
304,352,189
305,342,192
306,336,191
307,324,189
308,320,185
309,314,188
310,307,187
311,298,187
312,290,187
313,286,187
314,280,182
315,271,182
316,267,182
317,261,181
318,255,182
319,251,181
320,243,179
321,237,179
322,234,178
323,225,179
324,223,178
325,215,175
326,209,176
327,203,175
328,199,173
329,192,171
330,189,171
331,183,172
332,177,172
333,169,169
334,153,166
335,140,168
336,124,165
337,107,169
338,93,165
339,76,169
340,69,165
341,53,166
342,41,169
343,28,168
344,16,166
345,7,166
346, -, -
347, -, -
348, -, -
349, -, -
350, -, -
351, -, -
352, -, -
353, -, -
354, -, -
355, -, -
356, -, -
357, -, -
358, -, -
359, -, -
360, -, -
361, -, -
362, -, -
363, -, -
364, -, -
365, -, -
366, -, -
367, -, -
368, -, -
369, -, -
370, -, -
371, -, -
372, -, -
373, -, -
374, -, -
375, -, -
376, -, -
377, -, -
378, -, -
379, -, -
380, -, -
381, -, -
382, -, -
383, -, -
384, -, -
385, -, -
386, -, -
387, -, -
388, -, -
389, -, -
390, -, -
391, -, -
392, -, -
393, -, -
394, -, -
395, -, -
396, -, -
397, -, -
398, -, -
399, -, -
400, -, -
401, -, -
402, -, -
403, -, -
404, -, -
405, -, -
406, -, -
407, -, -
408, -, -
409, -, -
410, -, -
411, -, -
412, -, -
413, -, -
414, -, -
415, -, -
416, -, -
417, -, -
418, -, -
419, -, -
420, -, -
421, -, -
422, -, -
423, -, -
424, -, -
425, -, -
426, -, -
427, -, -
428, -, -
429, -, -
430, -, -
431, -, -
432, -, -
433, -, -
434, -, -
435, -, -
436, -, -
437, -, -
438, -, -
439, -, -
440, -, -
441, -, -
442, -, -
443, -, -
444, -, -
445, -, -
446, -, -
447, -, -
448, -, -
449, -, -
450, -, -
451, -, -
452, -, -
453, -, -
454, -, -
455, -, -
456, -, -
457, -, -
458, -, -
459, -, -
460, -, -
461, -, -
462, -, -
463, -, -
464, -, -
465, -, -
466, -, -
467, -, -
468, -, -
469, -, -
470, -, -
471, -, -
472, -, -
473, -, -
474, -, -
475, -, -
476, -, -
477, -, -
478, -, -
479, -, -
480, -, -
481, -, -
482, -, -
483, -, -
484, -, -
485, -, -
486, -, -
487, -, -
488, -, -
489, -, -
490, -, -
491, -, -
492, -, -
493, -, -
494, -, -
495, -, -
496, -, -
497, -, -
498, -, -
499, -, -
500, -, -
501, -, -
502, -, -
503, -, -
504, -, -
505, -, -
506, -, -
507, -, -
508, -, -
509, -, -
510, -, -
511, -, -
512, -, -
513, -, -
514, -, -
515, -, -
516, -, -
517, -, -
518, -, -
519, -, -
520, -, -
521, -, -
522, -, -
523, -, -
524, -, -
525, -, -
526, -, -
527, -, -
528, -, -
529, -, -
530, -, -
531, -, -
532, -, -
533, -, -
534, -, -
535, -, -
536, -, -
537, -, -
538, -, -
539, -, -
540, -, -
541, -, -
542, -, -
543, -, -
544, -, -
545, -, -
546, -, -
547, -, -
548, -, -
549, -, -
550, -, -
551, -, -
552, -, -
553, -, -
554, -, -
555, -, -
556, -, -
557, -, -
558, -, -
559, -, -
560, -, -
561, -, -
562, -, -
563, -, -
564, -, -
565, -, -
566, -, -
567, -, -
568, -, -
569, -, -
570, -, -
571, -, -
572, -, -
573, -, -
574, -, -
575, -, -
576, -, -
577, -, -
578, -, -
579, -, -
580, -, -
581, -, -
582, -, -
583, -, -
584, -, -
585, -, -
586, -, -
587, -, -
588, -, -
589, -, -
590, -, -
591, -, -
592, -, -
593, -, -
594, -, -
595, -, -
596, -, -
597, -, -
598, -, -
599, -, -
600, -, -
601, -, -
602, -, -
603, -, -
604, -, -
605, -, -
606, -, -
607, -, -
608, -, -
609, -, -
610, -, -
611, -, -
612, -, -
613, -, -
614, -, -
615, -, -
616, -, -
617, -, -
618, -, -
619, -, -
620, -, -
621, -, -
622, -, -
623, -, -
624, -, -
625, -, -
626, -, -
627, -, -
628, -, -
629, -, -
630, -, -
631, -, -
632, -, -
633, -, -
634, -, -
635, -, -
636, -, -
637, -, -
638, -, -
639, -, -
640, -, -
641, -, -
642, -, -
643, -, -
644, -, -
645, -, -
646, -, -
647, -, -
648, -, -
649, -, -
650, -, -
651, -, -
652, -, -
653, -, -
654, -, -
655, -, -
656, -, -
657, -, -
658, -, -
659, -, -
660, -, -
661, -, -
662, -, -
663, -, -
664, -, -
665, -, -
666, -, -
667, -, -
668, -, -
669, -, -
670, -, -
671, -, -
672, -, -
673, -, -
674, -, -
675, -, -
676, -, -
677, -, -
678, -, -
679, -, -
680, -, -
681, -, -
682, -, -
683, -, -
684, -, -
685, -, -
686, -, -
687, -, -
688, -, -
689, -, -
690, -, -
691, -, -
692, -, -
693, -, -
694, -, -
695, -, -
696, -, -
697, -, -
698, -, -
699, -, -
700, -, -
701, -, -
702, -, -
703, -, -
704, -, -
705, -, -
706, -, -
707, -, -
708, -, -
709, -, -
710, -, -
711, -, -
712, -, -
713, -, -
714, -, -
715, -, -
716, -, -
717, -, -
718, -, -
719, -, -
720, -, -
721, -, -
722, -, -
723, -, -
724, -, -
725, -, -
726, -, -
727, -, -
728, -, -
729, -, -
730, -, -
731, -, -
732, -, -
733, -, -
734, -, -
735, -, -
736, -, -
737, -, -
738, -, -
739, -, -
740, -, -
741, -, -
742, -, -
743, -, -
744, -, -
745, -, -
746, -, -
747, -, -
748, -, -
749, -, -
750, -, -
751, -, -
752, -, -
753, -, -
754, -, -
755, -, -
756, -, -
757, -, -
758, -, -
759, -, -
760, -, -
761, -, -
762, -, -
763, -, -
764, -, -
765, -, -
766, -, -
767, -, -
768, -, -
769, -, -
770, -, -
771, -, -
772, -, -
773, -, -
774, -, -
775, -, -
776, -, -
777, -, -
778, -, -
779, -, -
780, -, -
781, -, -
782, -, -
783, -, -
784, -, -
785, -, -
786, -, -
787, -, -
788, -, -
789, -, -
790, -, -
791, -, -
792, -, -
793, -, -
794, -, -
795, -, -
796, -, -
797, -, -
798, -, -
799, -, -
800, -, -
801, -, -
802, -, -
803, -, -
804, -, -
805, -, -
806, -, -
807, -, -
808, -, -
809, -, -
810, -, -
811, -, -
812, -, -
813, -, -
814, -, -
815, -, -
816, -, -
817, -, -
818, -, -
819, -, -
820, -, -
821, -, -
822, -, -
823, -, -
824, -, -
825, -, -
826, -, -
827, -, -
828, -, -
829, -, -
830, -, -
831, -, -
832, -, -
833, -, -
834, -, -
835, -, -
836, -, -
837, -, -
838, -, -
839, -, -
840, -, -
841, -, -
842, -, -
843, -, -
844, -, -
845, -, -
846, -, -
847, -, -
848, -, -
849, -, -
850, -, -
851, -, -
852, -, -
853, -, -
854, -, -
855, -, -
856, -, -
857, -, -
858, -, -
859, -, -
860, -, -
861, -, -
862, -, -
863, -, -
864, -, -
865, -, -
866, -, -
867, -, -
868, -, -
869, -, -
870, -, -
871, -, -
872, -, -
873, -, -
874, -, -
875, -, -
876, -, -
877, -, -
878, -, -
879, -, -
880, -, -
881, -, -
882, -, -
883, -, -
884, -, -
885, -, -
886, -, -
887, -, -
888, -, -
889, -, -
890, -, -
891, -, -
892, -, -
893, -, -
894, -, -
895, -, -
896, -, -
897, -, -
898, -, -
899, -, -
900, -, -
901, -, -
902, -, -
903, -, -
904, -, -
905, -, -
906, -, -
907, -, -
908, -, -
909, -, -
910, -, -
911, -, -
912, -, -
913, -, -
914, -, -
915, -, -
916, -, -
917, -, -
918, -, -
919, -, -
920, -, -
921, -, -
922, -, -
923, -, -
924, -, -
925, -, -
926, -, -
927, -, -
928, -, -
929, -, -
930, -, -
931, -, -
932, -, -
933, -, -
934, -, -
935, -, -
936, -, -
937, -, -
938, -, -
939, -, -
940, -, -
941, -, -
942, -, -
943, -, -
944, -, -
945, -, -
946, -, -
947, -, -
948, -, -
949, -, -
950, -, -
951, -, -
952, -, -
953, -, -
954, -, -
955, -, -
956, -, -
957, -, -
958, -, -
959, -, -
960, -, -
961, -, -
962, -, -
963, -, -
964, -, -
965, -, -
966, -, -
967, -, -
968, -, -
969, -, -
970, -, -
971, -, -
972, -, -
973, -, -
974, -, -
975, -, -
976, -, -
977, -, -
978, -, -
979, -, -
980, -, -
981, -, -
982, -, -
983, -, -
984, -, -
985, -, -
986, -, -
987, -, -
988, -, -
989, -, -
990, -, -
991, -, -
992, -, -
993, -, -
994, -, -
995, -, -
996, -, -
997, -, -
998, -, -
999, -, -
1000, -, -
1001, -, -
1002, -, -
1003, -, -
1004, -, -
1005, -, -
1006, -, -
1007, -, -
1008, -, -
1009, -, -
1010, -, -
1011, -, -
1012, -, -
1013, -, -
1014, -, -
1015, -, -
1016, -, -
1017, -, -
1018, -, -
1019, -, -
1020, -, -
1021, -, -
1022, -, -
1023, -, -
1024, -, -
1025, -, -
1026, -, -
1027, -, -
1028, -, -
1029, -, -
1030, -, -
1031, -, -
1032, -, -
1033, -, -
1034, -, -
1035, -, -
1036, -, -
1037, -, -
1038, -, -
1039, -, -
1040, -, -
1041, -, -
1042, -, -
1043, -, -
1044, -, -
1045, -, -
1046, -, -
1047, -, -
1048, -, -
1049, -, -
1050, -, -
1051, -, -
1052, -, -
1053, -, -
1054, -, -
1055, -, -
1056, -, -
1057, -, -
1058, -, -
1059, -, -
1060, -, -
1061, -, -
1062, -, -
1063, -, -
1064, -, -
1065, -, -
1066, -, -
1067, -, -
1068, -, -
1069, -, -
1070, -, -
1071, -, -
1072, -, -
1073, -, -
1074, -, -
1075, -, -
1076, -, -
1077, -, -
1078, -, -
1079, -, -
1080, -, -
1081, -, -
1082, -, -
1083, -, -
1084, -, -
1085, -, -
1086, -, -
1087, -, -
1088, -, -
1089, -, -
1090, -, -
1091, -, -
1092, -, -
1093, -, -
1094, -, -
1095, -, -
1096, -, -
1097, -, -
1098, -, -
1099, -, -
1100, -, -
1101, -, -
1102, -, -
1103, -, -
1104, -, -
1105, -, -
1106, -, -
1107, -, -
1108, -, -
1109, -, -
1110, -, -
1111, -, -
1112, -, -
1113, -, -
1114, -, -
1115, -, -
1116, -, -
1117, -, -
1118, -, -
1119, -, -
1120, -, -
1121, -, -
1122, -, -
1123, -, -
1124, -, -
1125, -, -
1126, -, -
1127, -, -
1128, -, -
1129, -, -
1130, -, -
1131, -, -
1132, -, -
1133, -, -
1134, -, -
1135, -, -
1136, -, -
1137, -, -
1138, -, -
1139, -, -
1140, -, -
1141, -, -
1142, -, -
1143, -, -
1144, -, -
1145, -, -
1146, -, -
1147, -, -
1148, -, -
1149, -, -
1150, -, -
1151, -, -
1152, -, -
1153, -, -
1154, -, -
1155, -, -
1156, -, -
1157, -, -
1158, -, -
1159, -, -
1160, -, -
1161, -, -
1162, -, -
1163, -, -
1164, -, -
1165, -, -
1166, -, -
1167, -, -
1168, -, -
1169, -, -
1170, -, -
1171, -, -
1172, -, -
1173, -, -
1174, -, -
1175, -, -
1176, -, -
1177, -, -
1178, -, -
1179, -, -
1180, -, -
1181,4,307
1182,33,313
1183,64,321
1184,97,326
1185,129,331
1186,160,340
1187,192,352
1188,224,359
1189,251,368
1190,280,381
1191,308,385
1192,338,400
1193,369,411
1194,395,421
1195,425,436
1196,435,450
1197,481,456
1198,509,462
1199,543,468
1200,573,472
1201,602,478
1202,638,487
1203,670,498
1204,698,500
1205,734,516
1206,757,524
1207,787,532
1208,815,529
1209,835,524
1210,864,523
1211,893,520
1212,917,521
1213,942,524
1214,967,524
1215,991,530
1216,1019,530
1217,1041,537
1218,1067,542
1219,1089,547
1220,1116,553
1221,1137,555
1222,1156,550
1223,1180,550
1224,1193,553
1225,1215,553
1226,1234,552
1227,1253,556
1228,1276,561
1229,1296,563
1230,1312,565
1231,1330,562
1232,1346,562
1233,1363,563
1234,1375,566
1235,1392,569
1236,1410,572
1237,1420,569
1238,1440,569
1239,1457,572
1240,1468,571
1241,1484,572
1242,1499,572
1243,1510,575
1244,1525,574
1245,1538,575
1246,1555,575
1247,1567,575
1248,1584,574
1249,1596,579
1250,1609,579
1251,1618,578
1252,1637,578
1253,1646,579
1254,1664,582
1255,1674,582
1256,1688,579
1257,1702,582
1258,1708,582
1259,1723,581
1260,1735,584
1261,1744,584
1262,1754,584
1263,1770,585
1264,1779,585
1265,1790,587
1266,1801,584
1267,1815,588
1268,1824,582
1269,1832,585
1270,1844,587
1271,1855,584
1272,1865,587
1273,1875,587
1274,1884,585
1275,1899,587
1276,1903,591
1277,1905,598
1278,1908,604
1279,1914,613
1280,1914,614
1281,1917,621
1282,1920,627
1283,1920,632
1284,1920,633
1285, -, -
1286, -, -
1287, -, -
1288, -, -
1289, -, -
1290, -, -
1291, -, -
1292, -, -
1293, -, -
1294, -, -
1295, -, -
1296, -, -
1297, -, -
1298, -, -
1299, -, -
1300, -, -
1301, -, -
1302, -, -
1303, -, -
1304, -, -
1305, -, -
1306, -, -
1307, -, -
1308, -, -
1309, -, -
1310, -, -
1311, -, -
1312, -, -
1313, -, -
1314, -, -
1315, -, -
1316, -, -
1317, -, -
1318, -, -
1319, -, -
1320, -, -
1321, -, -
1322, -, -
1323, -, -
1324, -, -
1325, -, -
1326, -, -
1327, -, -
1328, -, -
1329, -, -
1330, -, -
1331, -, -
1332, -, -
1333, -, -
1334, -, -
1335, -, -
1336,1920,858
1337,1909,866
1338,1888,884
1339,1863,900
1340,1843,916
1341,1821,935
1342,1797,940
1343,1776,946
1344,1759,953
1345,1736,961
1346,1708,968
1347,1691,974
1348,1673,987
1349,1649,998
1350,1629,1011
1351,1600,1030
1352,1580,1036
1353,1559,1039
1354,1536,1045
1355,1515,1056
1356,1499,1065
1357,1476,1075
1358, -, -
1359, -, -
1360, -, -
1361, -, -
1362, -, -
1363, -, -
1364, -, -
1365,1332,1077
1366,1321,1068
1367,1311,1052
1368,1298,1040
1369,1284,1023
1370,1276,1019
1371,1262,1007
1372,1250,998
1373,1240,993
1374,1228,985
1375,1214,972
1376,1203,978
1377,1197,977
1378,1180,975
1379,1169,972
1380,1157,977
1381,1147,975
1382,1137,979
1383,1123,987
1384,1113,991
1385,1106,995
1386,1088,1006
1387,1084,1016
1388,1075,1024
1389,1058,1040
1390,1047,1053
1391,1039,1068
1392,1026,1077
1393, -, -
1394, -, -
1395, -, -
1396,991,1077
1397,976,1077
1398,971,1072
1399,960,1069
1400,948,1062
1401,940,1056
1402,930,1053
1403,920,1058
1404,911,1053
1405,903,1053
1406,893,1061
1407,884,1065
1408,874,1068
1409,868,1072
1410,861,1077
1411, -, -
1412, -, -
1413, -, -
1414, -, -
1415, -, -
1416, -, -
1417, -, -
1418, -, -
1419, -, -
1420, -, -
1421, -, -
1422, -, -
1423, -, -
1424, -, -
1425, -, -
1426, -, -
1427, -, -
1428, -, -
1429, -, -
1430, -, -
1431, -, -
1432, -, -
1433, -, -
1434, -, -
1435, -, -
1436, -, -
1437, -, -
1438, -, -
1439, -, -
1440, -, -
1441, -, -
1442, -, -
1443, -, -
1444, -, -
1445, -, -
1446, -, -
1447, -, -
1448, -, -
1449, -, -
1450, -, -
1451,602,1077
1452,463,1069
1453,453,1045
1454,441,1033
1455,432,1020
1456,423,1008
1457,412,993
1458,401,985
1459,392,977
1460,385,975
1461,376,968
1462,364,958
1463,363,962
1464,352,959
1465,344,961
1466,336,964
1467,329,965
1468,320,968
1469,310,977
1470,305,984
1471,299,988
1472,289,995
1473,289,1004
1474,276,1017
1475,270,1030
1476,262,1037
1477,254,1059
1478,248,1064
1479,239,1045
1480,237,1030
1481,230,1020
1482,225,1007
1483,220,988
1484,215,979
1485,212,975
1486,205,962
1487,202,958
1488,205,952
1489,208,949
1490,214,956
1491,221,956
1492,230,961
1493,239,964
1494,248,968
1495,259,968
1496,259,968
1497,273,968
1498,277,962
1499,286,962
1500,295,958
1501,301,958
1502,307,953
1503,316,955
1504,321,956
1505,329,953
1506,339,937
1507,341,950
1508,351,953
1509,358,952
1510,366,948
1511,373,945
1512,382,936
1513,384,930
1514,384,921
1515,385,917
1516,378,913
1517,379,916
1518,370,920
1519,378,927
1520,386,921
1521,406,908
1522,428,890
1523,454,875
1524,482,861
1525,509,846
1526,531,835
1527,559,820
1528,586,810
1529,607,804
1530,632,795
1531,657,791
1532,680,785
1533,705,779
1534,726,778
1535,751,777
1536,773,775
1537,799,778
1538,815,779
1539,837,781
1540,858,790
1541,881,794
1542,903,800
1543,923,808
1544,945,817
1545,967,824
1546,986,836
1547,1004,849
1548,1023,864
1549,1042,877
1550,1061,887
1551,1081,901
1552,1087,890
1553,1067,897
1554,1047,906
1555,1026,911
1556,1011,919
1557,992,919
1558,970,919
1559,958,921
1560,933,927
1561,920,930
1562,900,936
1563,883,942
1564,864,952
1565,847,955
1566,834,955
1567,819,955
1568,803,962
1569,787,968
1570,770,971
1571,756,974
1572,744,977
1573,728,979
1574,713,985
1575,704,985
1576,719,966
1577,768,908
1578,813,858
1579,862,811
1580,900,766
1581,939,716
1582,980,675
1583,1016,634
1584,1054,591
1585,1084,552
1586,1119,516
1587,1147,476
1588,1174,446
1589,1203,414
1590,1227,378
1591,1250,352
1592,1271,321
1593,1298,289
1594,1317,266
1595,1341,237
1596,1357,216
1597,1376,187
1598,1395,169
1599,1410,150
1600,1428,127
1601,1444,111
1602,1459,95
1603,1472,79
1604,1476,59
1605,1500,49
1606,1513,36
1607,1522,26
1608,1533,13
1609,1544,4
1610, -, -
1611, -, -
1612, -, -
1613, -, -
1614, -, -
1615, -, -
1616, -, -
1617, -, -
1618, -, -
1619, -, -
1620, -, -
1621, -, -
1622, -, -
1623, -, -
1624, -, -
1625, -, -
1626, -, -
1627, -, -
1628, -, -
1629, -, -
1630,1660,5
1631,1660,11
1632,1664,23
1633,1664,31
1634,1668,42
1635,1673,53
1636,1668,65
1637,1668,73
1638,1668,89
1639,1670,102
1640,1670,113
1641,1665,129
1642,1667,142
1643,1665,158
1644,1668,173
1645,1664,191
1646,1665,205
1647,1663,217
1648,1665,240
1649,1661,250
1650,1663,249
1651,1657,247
1652,1654,253
1653,1646,260
1654,1642,265
1655,1639,271
1656,1639,279
1657,1636,292
1658,1630,302
1659,1626,308
1660,1621,313
1661,1618,318
1662,1611,317
1663,1608,324
1664,1603,326
1665,1600,326
1666,1596,324
1667,1590,324
1668,1586,326
1669,1581,327
1670,1577,324
1671,1569,326
1672,1569,327
1673,1559,324
1674,1556,326
1675,1546,326
1676,1537,324
1677,1530,321
1678,1522,323
1679,1516,320
1680,1509,317
1681, -, -
1682, -, -
1683, -, -
1684, -, -
1685, -, -
1686, -, -
1687, -, -
1688, -, -
1689, -, -
1690, -, -
1691, -, -
1692, -, -
1693, -, -
1694, -, -
1695,1437,310
1696,1440,310
1697,1435,305
1698,1434,301
1699,1428,295
1700,1420,295
1701,1413,301
1702,1404,310
1703,1392,317
1704, -, -
1705,1346,307
1706,1330,307
1707,1311,300
1708,1292,295
1709, -, -
1710,1248,291
1711,1233,288
1712,1211,288
1713,1194,291
1714,1174,291
1715,1159,285
1716,1140,279
1717,1123,275
1718,1110,269
1719,1092,262
1720,1082,260
1721,1069,259
1722,1050,256
1723,1039,255
1724,1024,259
1725,1014,249
1726,1001,249
1727,988,242
1728,976,239
1729,965,237
1730,955,233
1731,955,233
1732,933,233
1733,924,230
1734,911,227
1735,905,227
1736,892,224
1737,884,220
1738,874,218
1739,865,216
1740,855,214
1741,846,210
1742,837,214
1743,830,210
1744,819,207
1745,812,204
1746,804,201
1747,796,202
1748,790,201
1749,778,201
1750,768,197
1751,763,194
1752,756,192
1753,747,192
1754,738,192
1755,732,188
1756,723,188
1757,716,188
1758,713,185
1759,703,181
1760,695,185
1761,688,181
1762,683,179
1763,673,178
1764,669,178
1765,663,175
1766,652,172
1767,646,172
1768,642,172
1769,630,169
1770,618,169
1771,602,168
1772,590,171
1773,577,172
1774,561,172
1775,549,169
1776,534,171
1777,524,172
1778,513,172
1779,499,172
1780,490,171
1781,471,166
1782,465,168
1783,453,172
1784,441,169
1785,435,171
1786,422,173
1787,413,173
1788,403,172
1789,392,169
1790,386,169
1791,376,169
1792,366,172
1793,358,173
1794,350,169
1795,333,172
1796,332,171
1797,324,171
1798,317,171
1799,307,169
1800,296,169
1801,289,172
1802,282,169
1803,271,168
1804,262,169
1805,258,168
1806,248,168
1807,242,168
1808,231,169
1809,223,165
1810,218,168
1811,208,168
1812,200,172
1813,196,176
1814,189,182
1815,181,182
1816,171,185
1817,166,189
1818,160,189
1819,155,195
1820,146,200
1821,140,198
1822,131,201
1823,128,204
1824,121,207
1825,115,213
1826,109,214
1827,101,214
1828,96,214
1829,88,218
1830,85,221
1831,75,226
1832,70,230
1833,66,226
1834,56,234
1835,51,231
1836,47,236
1837,39,239
1838,33,240
1839,33,244
1840,25,242
1841,17,244
1842,11,250
1843,2,250
1844,4,250
1845, -, -
1846, -, -
1847, -, -
1848, -, -
1849, -, -
1850, -, -
1851, -, -
1852, -, -
1853, -, -
1854, -, -
1855, -, -
1856, -, -
1857, -, -
1858, -, -
1859, -, -
1860, -, -
1861, -, -
1862, -, -
1863, -, -
1864, -, -
1865, -, -
1866, -, -
1867, -, -
1868, -, -
1869, -, -
1870, -, -
1871, -, -
1872, -, -
1873, -, -
1874, -, -
1875, -, -
1876, -, -
1877, -, -
1878, -, -
1879, -, -
1880, -, -
1881, -, -
1882, -, -
1883, -, -
1884, -, -
1885, -, -
1886, -, -
1887, -, -
1888, -, -
1889, -, -
1890, -, -
1891, -, -
1892, -, -
1893, -, -
1894, -, -
1895, -, -
1896, -, -
1897, -, -
1898, -, -
1899, -, -
1900, -, -
1901, -, -
1902, -, -
1903, -, -
1904, -, -
1905, -, -
1906, -, -
1907, -, -
1908, -, -
1909, -, -
1910, -, -
1911, -, -
1912, -, -
1913, -, -
1914, -, -
1915, -, -
1916, -, -
1917, -, -
1918, -, -
1919, -, -
1920, -, -
1921, -, -
1922, -, -
1923, -, -
1924, -, -
1925, -, -
1926, -, -
1927, -, -
1928, -, -
1929, -, -
1930, -, -
1931, -, -
1932, -, -
1933, -, -
1934, -, -
1935, -, -
1936, -, -
1937, -, -
1938, -, -
1939, -, -
1940, -, -
1941, -, -
1942, -, -
1943, -, -
1944, -, -
1945, -, -
1946, -, -
1947, -, -
1948, -, -
1949, -, -
1950, -, -
1951, -, -
1952, -, -
1953, -, -
1954, -, -
1955, -, -
1956, -, -
1957, -, -
1958, -, -
1959, -, -
1960, -, -
1961, -, -
1962, -, -
1963, -, -
1964, -, -
1965, -, -
1966, -, -
1967, -, -
1968, -, -
1969, -, -
1970, -, -
1971, -, -
1972, -, -
1973, -, -
1974, -, -
1975, -, -
1976, -, -
1977, -, -
1978, -, -
1979, -, -
1980, -, -
1981, -, -
1982, -, -
1983, -, -
1984, -, -
1985, -, -
1986, -, -
1987, -, -
1988, -, -
1989, -, -
1990, -, -
1991, -, -
1992, -, -
1993, -, -
1994, -, -
1995, -, -
1996, -, -
1997, -, -
1998, -, -
1999, -, -
2000, -, -
2001, -, -
2002, -, -
2003, -, -
2004, -, -
2005, -, -
2006, -, -
2007, -, -
2008, -, -
2009, -, -
2010, -, -
2011, -, -
2012, -, -
2013, -, -
2014, -, -
2015, -, -
2016, -, -
2017, -, -
2018, -, -
2019, -, -
2020, -, -
2021, -, -
2022, -, -
2023, -, -
2024, -, -
2025, -, -
2026, -, -
2027, -, -
2028, -, -
2029, -, -
2030, -, -
2031, -, -
2032, -, -
2033, -, -
2034, -, -
2035, -, -
2036, -, -
2037, -, -
2038, -, -
2039, -, -
2040, -, -
2041, -, -
2042, -, -
2043, -, -
2044, -, -
2045, -, -
2046, -, -
2047, -, -
2048, -, -
2049, -, -
2050, -, -
2051, -, -
2052, -, -
2053, -, -
2054, -, -
2055, -, -
2056, -, -
2057, -, -
2058, -, -
2059, -, -
2060, -, -
2061, -, -
2062, -, -
2063, -, -
2064, -, -
2065, -, -
2066, -, -
2067, -, -
2068, -, -
2069, -, -
2070, -, -
2071, -, -
2072, -, -
2073, -, -
2074, -, -
2075, -, -
2076, -, -
2077, -, -
2078, -, -
2079, -, -
2080, -, -
2081, -, -
2082, -, -
2083, -, -
2084, -, -
2085, -, -
2086, -, -
2087, -, -
2088, -, -
2089, -, -
2090, -, -
2091, -, -
2092, -, -
2093, -, -
2094, -, -
2095, -, -
2096, -, -
2097, -, -
2098, -, -
